Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
7-Nov-24,75,14:45,Thursday,LOWER JARVIS AND QUEEN,Security,0,0,N,8608
7-Nov-24,63,14:46,Thursday,OSSINGTON STATION,Mechanical,5,10,E,7019
7-Nov-24,84,14:50,Thursday,OAKDALE AND FINCH,Collision - TTC,1,30,S,8931
7-Nov-24,989,14:57,Thursday,WESTON AND GAYDON,Mechanical,15,30,N,7063
7-Nov-24,960,15:03,Thursday,PIONEER VILLAGE STATIO,Mechanical,8,15,,9006
7-Nov-24,60,15:05,Thursday,STEELES AND VILLAGE GA,Collision - TTC,9,17,E,3510
7-Nov-24,84,15:05,Thursday,SHEPPARD STATION,Mechanical,8,15,W,1357
7-Nov-24,63,15:07,Thursday,OSSINGTON AND GEARY,Investigation,5,10,S,7057
7-Nov-24,8,15:08,Thursday,BROADVIEW AND O'CONNOR,Mechanical,22,44,S,8490
7-Nov-24,14,15:12,Thursday,YONGE AND CHAPLIN,Mechanical,22,44,S,7299
7-Nov-24,79,15:16,Thursday,SCARLETT AND LAWRENCE,General Delay,30,30,E,7258
7-Nov-24,97,15:16,Thursday,HILDA AND GREEN BUSH,Mechanical,28,55,W,8359
7-Nov-24,937,15:19,Thursday,EGLINTON AND OLD PARK,Collision - TTC,12,24,W,8156
7-Nov-24,941,15:31,Thursday,KEELE AND INGRAM,General Delay,0,0,N,9452
7-Nov-24,89,15:52,Thursday,KEELE AND ST CLAIR,Mechanical,10,20,N,3500
7-Nov-24,925,15:53,Thursday,MILLWOOD AND OVERLEA,General Delay,0,0,,0
7-Nov-24,100,15:53,Thursday,MILLWOOD AND OVERLEA,General Delay,0,0,,0
7-Nov-24,25,15:53,Thursday,DON MILLS AND THE DONW,Investigation,9,18,S,8865
7-Nov-24,941,16:02,Thursday,KEELE STATION,Operations - Operator,30,30,,9146
7-Nov-24,43,16:03,Thursday,KENNEDY AND ELLESMERE,General Delay,0,0,N,9232
7-Nov-24,935,16:08,Thursday,JANE AND GORDON MACKAY,Emergency Services,6,12,S,1022
7-Nov-24,941,16:14,Thursday,KEELE AND LAWRENCE,Mechanical,15,30,S,9025
7-Nov-24,96,16:18,Thursday,CARRIER AND ALBION,Security,20,40,N,3625
7-Nov-24,161,16:28,Thursday,ROGERS AND KEELE,General Delay,20,40,E,3746
7-Nov-24,129,16:30,Thursday,MCCOWAN AND BULLOCK,Mechanical,14,28,S,3456
7-Nov-24,116,16:31,Thursday,MORNINGSIDE AND NIGHTS,Mechanical,8,16,E,3469
7-Nov-24,88,16:36,Thursday,ST CLAIR STATION,Emergency Services,0,0,,8668
7-Nov-24,929,16:42,Thursday,DUFFERIN AND WILSON,Utilized Off Route,8,16,E,9449
7-Nov-24,109,16:43,Thursday,LAWRENCE WEST STATION,Utilized Off Route,20,40,S,7060
7-Nov-24,34,16:49,Thursday,EGLINTON AND BAYVIEW,Operations - Operator,7,11,E,3759
7-Nov-24,108,16:50,Thursday,SHEPPARD WEST STATION,Utilized Off Route,20,41,W,8933
7-Nov-24,32,16:56,Thursday,JANE AND EGLINTON,Emergency Services,10,20,E,7250
7-Nov-24,29,16:56,Thursday,DUFFERIN AND CASTLEFIE,Mechanical,16,32,N,9139
7-Nov-24,905,17:04,Thursday,KENNEDY STATION,Mechanical,12,24,,1230
7-Nov-24,36,17:06,Thursday,FINCH AND BATHURST,Vision,3,6,W,1381
7-Nov-24,43,17:12,Thursday,KENNEDY AND LAWRENCE,Mechanical,15,30,S,9239
7-Nov-24,48,17:20,Thursday,RATHBURN AND THE WEST,Mechanical,30,60,E,8139
7-Nov-24,96,17:22,Thursday,WILSON STATION,Security,20,40,,3546
7-Nov-24,169,17:24,Thursday,MCCOWAN AND NUGGET,Collision - TTC,30,60,S,3478
7-Nov-24,35,17:40,Thursday,JANE AND DOWNSVIEW,Collision - TTC,6,12,N,7288
7-Nov-24,941,18:02,Thursday,KEELE AND WILSON,Operations - Operator,30,30,,9044
7-Nov-24,68,18:06,Thursday,WARDEN AND PALMDALE,Diversion,183,197,S,0
7-Nov-24,968,18:12,Thursday,WARDEN AND PALMDALE,Diversion,106,124,,0
7-Nov-24,94,18:14,Thursday,WELLESLEY AND YONGE,Diversion,50,70,W,8961
7-Nov-24,68,18:29,Thursday,WARDEN AND EGLINTON,Road Blocked - NON-TTC Collision,0,0,,3169
7-Nov-24,952,18:36,Thursday,LAWRENCE AND MARLEE,Collision - TTC,12,24,W,8906
7-Nov-24,128,18:44,Thursday,WILSON AND MURRAY,Security,25,50,E,7119
7-Nov-24,32,18:46,Thursday,EGLINTON AND CASTLE KN,Cleaning - Unsanitary,12,24,W,7244
7-Nov-24,12,18:47,Thursday,EGLINTON AND GILDER,Mechanical,20,40,E,8535
7-Nov-24,68,18:48,Thursday,WARDEN AND BAMBURGH,Security,26,52,N,3190
7-Nov-24,118,19:07,Thursday,WILSON AND MURRAY,Security,24,48,E,7124
7-Nov-24,52,19:17,Thursday,MORNING STAR AND GOREW,Operations - Operator,27,54,S,8843
7-Nov-24,129,19:18,Thursday,MAJOR MACKENZIE AND RI,Security,14,28,E,3100
7-Nov-24,32,19:25,Thursday,EGLINTON AND GLENHOLME,Mechanical,12,24,E,1402
7-Nov-24,168,19:44,Thursday,DAVENPORT AND OSLER,Utilized Off Route,15,30,E,1422
7-Nov-24,68,19:49,Thursday,WARDEN AND BRIDLETOWN,Mechanical,40,80,N,9225
7-Nov-24,29,19:49,Thursday,DUFFERIN AND WALLACE,Collision - TTC,14,40,N,9043
7-Nov-24,85,20:00,Thursday,MEADOWVALE LOOP,Cleaning - Unsanitary,15,30,,1652
7-Nov-24,47,20:10,Thursday,EARLSCOURT AND ST CLAI,Operations - Operator,20,40,S,3508
7-Nov-24,929,20:15,Thursday,DUFFERIN AND ORFUS,General Delay,0,0,S,9041
7-Nov-24,29,20:18,Thursday,DUFFERIN GATE,Vision,16,32,,9463
7-Nov-24,929,20:21,Thursday,DUFFERIN AND WALLACE,Diversion,38,46,N,0
7-Nov-24,52,20:24,Thursday,MARTIN GROVE AND WATER,Mechanical,20,40,E,8929
7-Nov-24,29,20:25,Thursday,DUFFERIN AND SPRINGHUR,Diversion,32,48,N,9448
7-Nov-24,83,20:38,Thursday,QUEEN AND LESLIE,Diversion,20,40,S,8480
7-Nov-24,89,20:38,Thursday,WESTON AND OAK,Diversion,110,90,S,7111
7-Nov-24,116,20:43,Thursday,KENNEDY STATION,Cleaning - Unsanitary,10,20,,3536
7-Nov-24,73,21:21,Thursday,WESTERN AND OAK,Diversion,27,50,,8332
7-Nov-24,38,21:33,Thursday,LAWRENCE AND PORT UNIO,Mechanical,11,22,E,1221
7-Nov-24,63,21:39,Thursday,EGLINTON WEST STATION,Mechanical,15,30,,7083
7-Nov-24,37,21:43,Thursday,BERGAMONT AND EGLINTON,Operations - Operator,27,54,W,3263
7-Nov-24,29,21:43,Thursday,NUNAVUT AND PRINCE',Operations - Operator,16,32,N,9450
7-Nov-24,165,22:18,Thursday,WILSON STATION,Mechanical,10,20,E,3607
7-Nov-24,102,23:30,Thursday,MAJOR MACKENZIE AND MA,Operations - Operator,30,60,S,3429
7-Nov-24,134,23:48,Thursday,PROGRESS AND CORPORATE,Diversion,72,95,W,1242
7-Nov-24,72,00:38,Thursday,THORNCLIFFE PARK AND O,Security,10,20,N,8429
7-Nov-24,315,01:43,Thursday,LONG BRANCH LOOP,Operations - Operator,30,60,,8314
7-Nov-24,32,01:43,Thursday,EGLINTON AND CALEDONIA,Operations - Operator,30,60,E,1014
7-Nov-24,320,01:49,Thursday,YONGE AND DUNDAS,Diversion,0,0,,8728
7-Nov-24,37,01:49,Thursday,STEELES AND ISLINGTON,Emergency Services,30,60,W,8182
8-Nov-24,300,02:09,Friday,BAY AND BLOOR,Vision,8,17,N,7316
8-Nov-24,60,02:43,Friday,FINCH STATION,Emergency Services,0,0,E,7081
8-Nov-24,320,03:12,Friday,YONGE AND FINCH,Vision,5,10,N,9432
8-Nov-24,302,03:13,Friday,KINGSTON AND CLAREMORE,Security,30,60,S,3100
8-Nov-24,72,05:05,Friday,1 LILY CUP AVENUE,Vision,7,14,S,8575
8-Nov-24,111,05:19,Friday,THE EAST MALL AND WEST,Collision - TTC,104,115,N,8212
8-Nov-24,300,05:34,Friday,BLOOR AND WILLARD,Investigation,4,8,W,8316
8-Nov-24,97,05:39,Friday,WILSON AND WILSON HEIG,Cleaning - Unsanitary,25,50,E,7060
8-Nov-24,52,05:39,Friday,DIXON AND CARLINGVIEW,Security,12,21,E,3547
8-Nov-24,43,05:40,Friday,KENNEDY AND EGLINTON,Mechanical,10,20,S,9144
8-Nov-24,71,05:45,Friday,ROCKCLIFFE AND LAMBTON,Collision - TTC,10,20,S,7282
8-Nov-24,94,05:49,Friday,WELLESLEY AND SHERBOUR,Operations - Operator,20,20,W,8481
8-Nov-24,13,06:03,Friday,YONGE AND BLOOR,General Delay,22,44,N,8375
8-Nov-24,97,06:11,Friday,YORK MILLS AND YONGE,Cleaning - Unsanitary,50,100,,8396
8-Nov-24,95,06:16,Friday,MILITARY TRAIL AND ELL,Operations - Operator,30,0,W,3474
8-Nov-24,84,06:19,Friday,SHEPPARD WEST STATION,Mechanical,18,37,,8949
8-Nov-24,68,06:22,Friday,WARDEN AND CACHET,Mechanical,24,48,S,3219
8-Nov-24,43,06:26,Friday,KENNEDY STATION,Mechanical,10,20,S,9207
8-Nov-24,43,06:26,Friday,KENENDY STATION,Mechanical,10,20,W,9207
8-Nov-24,123,06:43,Friday,KIPLING STATION,Operations - Operator,20,20,W,8316
8-Nov-24,,06:47,Friday,MOUNT DENNIS DIVISION,Collision - TTC,0,0,,7229
8-Nov-24,905,06:50,Friday,MCCOWAN AND TRITON,Collision - TTC,12,24,S,1660
8-Nov-24,120,06:53,Friday,CALVINGTON AND JANE,Diversion,480,510,B,8849
8-Nov-24,7,06:54,Friday,BATHURST AND NINA,Collision - TTC,10,20,N,9004
8-Nov-24,110,06:58,Friday,LAKESHORE AND THIRTEEN,Collision - TTC,13,25,W,8142
8-Nov-24,111,06:59,Friday,KIPLING STATION,Emergency Services,0,0,W,8312
8-Nov-24,996,07:00,Friday,JANE AND WILSON,Vision,8,16,E,3706
8-Nov-24,986,07:25,Friday,EGLINTON AND BRIMLEY,Mechanical,6,12,E,1259
8-Nov-24,79,07:36,Friday,SCARLETT AND LAWRENCE,Mechanical,14,28,N,3746
8-Nov-24,,07:41,Friday,38 STEWART ST,Utilized Off Route,0,0,,7267
8-Nov-24,120,07:49,Friday,WILSON STATION,Vision,30,60,W,3634
8-Nov-24,68,08:11,Friday,WARDEN AND STEELES,Mechanical,8,16,S,3260
8-Nov-24,95,08:15,Friday,YORK MILLS STATION,Operations - Operator,10,20,E,3495
8-Nov-24,996,08:19,Friday,WILSON STATION,Operations - Operator,9,18,,3593
8-Nov-24,939,08:20,Friday,FINCH AU LARGE,Mechanical,10,20,W,9403
8-Nov-24,960,08:22,Friday,SIGNAL HILL AND STEELE,Mechanical,7,13,N,3455
8-Nov-24,100,08:23,Friday,BROADVIEW STATION,Mechanical,5,10,N,8867
8-Nov-24,986,08:36,Friday,KINGSTON RD AND AMIENS,Investigation,6,12,W,3443
8-Nov-24,903,08:42,Friday,KENNEDY AND ELLESMERE,Mechanical,8,16,N,9440
8-Nov-24,924,08:51,Friday,ST. CLAIR AND VICTORIA,Mechanical,10,20,E,8565
8-Nov-24,168,08:59,Friday,WESTON AND ROGERS,Security,8,16,,3732
8-Nov-24,108,09:04,Friday,MURRAY ROSS AND STEELE,Collision - TTC,20,40,N,8954
8-Nov-24,,09:13,Friday,DUNCAN SHOP,Collision - TTC,0,0,S,923
8-Nov-24,84,09:20,Friday,SHEPPARD AND MAGELLAN,Mechanical,10,20,E,1381
8-Nov-24,34,09:24,Friday,EGLINTON AND YONGE,Emergency Services,9,18,E,8657
8-Nov-24,43,09:24,Friday,STEELES AND KENNEDY,Mechanical,10,20,N,3251
8-Nov-24,52,09:30,Friday,WESTWAY AND SANDWELL,Mechanical,15,30,W,8951
8-Nov-24,960,09:37,Friday,SIGNAL HILL AND STEELE,Mechanical,9,19,E,8394
8-Nov-24,29,09:40,Friday,DUFFERIN AND HOPE,Mechanical,8,16,S,9457
8-Nov-24,995,09:45,Friday,ELLESMERE AND MCCOWAN,Cleaning - Unsanitary,10,20,E,1309
8-Nov-24,116,09:53,Friday,MORNINGSIDE AND SHEPPA,Vision,10,20,S,3420
8-Nov-24,968,10:01,Friday,WARDEN AND STEELES,Mechanical,13,26,E,3177
8-Nov-24,903,10:07,Friday,TRITON AND BOROUGH,Operations - Operator,8,16,E,9031
8-Nov-24,32,10:13,Friday,WRIGHT AND PINE,Diversion,20,32,E,1360
8-Nov-24,29,10:35,Friday,WILSON STATION,Mechanical,8,16,,9137
8-Nov-24,40,10:39,Friday,DUNDAS AND CHELSEA,Cleaning - Unsanitary,30,60,W,3343
8-Nov-24,37,11:19,Friday,ISLINGTON STATION,Emergency Services,20,40,E,3280
8-Nov-24,929,11:24,Friday,EGLINTON AND DUFFERIN,Mechanical,8,16,N,9023
8-Nov-24,SRT,11:26,Friday,SCARBOROUGH CTR STATIO,Security,0,0,,0
8-Nov-24,54,11:27,Friday,EGLINTON STATION,Utilized Off Route,14,28,N,8723
8-Nov-24,57,11:31,Friday,MIDLAND AND SLOANE,Emergency Services,13,26,N,3164
8-Nov-24,47,11:31,Friday,LANSDOWNE AND CALEDONI,Vision,18,36,N,7117
8-Nov-24,73,11:56,Friday,ROYAL YORK STATION,Operations - Operator,25,50,,3217
8-Nov-24,107,12:06,Friday,SHEPPARD WEST STATION,Mechanical,32,64,N,7106
8-Nov-24,996,12:16,Friday,WILSON HEIGHTS AND WIL,Operations - Operator,10,20,,3608
8-Nov-24,7,12:18,Friday,BATHURST AND FINCH,Mechanical,10,20,S,9008
8-Nov-24,102,12:28,Friday,WARDEN STATION,Operations - Operator,30,60,S,3417
8-Nov-24,52,12:29,Friday,SUNNYBROOK HOSPITAL,Emergency Services,15,30,W,8882
8-Nov-24,131,12:31,Friday,MORNINGSIDE AND MCLEVI,Operations - Operator,17,34,N,1553
8-Nov-24,72,12:58,Friday,PAPE AND DANFORTH,Mechanical,9,18,N,8498
8-Nov-24,900,13:29,Friday,DUNDAS AND THE EAST MA,Collision - TTC,9,18,E,3336
8-Nov-24,116,13:29,Friday,MORNINGSIDE AND NIGHTS,Cleaning - Unsanitary,10,20,S,3420
8-Nov-24,50,13:32,Friday,BURNHAMTHORPE AND MILL,Security,20,40,E,8211
8-Nov-24,38,13:36,Friday,EGLINTON AND KENNEDY,Mechanical,7,14,N,3408
8-Nov-24,131,13:43,Friday,MIDLAND AND EGLINTON,Operations - Operator,17,34,N,1560
8-Nov-24,75,13:44,Friday,GLEN RD AND SOUTH DR,Mechanical,8,15,S,8958
8-Nov-24,905,13:46,Friday,EGLINTON AND MARKHAM,Mechanical,8,16,W,1516
8-Nov-24,41,13:51,Friday,FINCH WEST STATION,Mechanical,10,20,N,7265
8-Nov-24,35,13:55,Friday,JANE AND HANEY,Diversion,32,40,N,1407
8-Nov-24,79,13:55,Friday,PIONEER VILLAGE STATIO,Operations - Operator,26,52,N,3726
8-Nov-24,95,14:00,Friday,ELLESMERE AND WYE VALL,General Delay,0,0,W,3494
8-Nov-24,47,14:07,Friday,YORKDALE STATION,Mechanical,6,30,,7051
8-Nov-24,945,14:13,Friday,KIPLING STATION,Operations - Operator,13,17,N,3748
8-Nov-24,903,14:22,Friday,KENNEDY AND ELLESMERE,Operations - Operator,8,16,N,0
8-Nov-24,945,14:24,Friday,MOUNT DENNIS GARAGE -,Operations - Operator,0,0,,3748
8-Nov-24,32,14:25,Friday,TRETHEWAY AND CHISWICK,Operations - Operator,10,20,W,3743
8-Nov-24,996,14:28,Friday,ELLESMERE AND WARDEN,Investigation,10,20,E,8915
8-Nov-24,97,14:30,Friday,YONGE AND CHAPLIN,Mechanical,30,60,S,7047
8-Nov-24,112,14:36,Friday,ERINGATE AND WELLESWOR,Collision - TTC,24,48,W,3302
8-Nov-24,75,14:40,Friday,LOWER JARVIS AND THE E,Diversion,82,90,N,8529
8-Nov-24,995,14:43,Friday,U OF T LOOP,Mechanical,10,20,N,1656
8-Nov-24,106,14:46,Friday,PIONEER VILLAGE STATIO,Mechanical,14,28,W,7042
8-Nov-24,86,14:46,Friday,EGLINTON AND BRIMLEY,Operations - Operator,21,45,W,1214
8-Nov-24,133,15:00,Friday,MORNINGSIDE AND FINCH,General Delay,0,0,N,3434
8-Nov-24,35,15:06,Friday,BLOOR AND JANE,Collision - TTC,6,12,,1064
8-Nov-24,100,15:09,Friday,DON MILLS AND WYNFORD,Mechanical,9,15,N,8738
8-Nov-24,130,15:19,Friday,MILNER AND MCCOWAN,Mechanical,28,53,W,1211
8-Nov-24,94,15:23,Friday,WELLESLEY AND SHERBOUR,Operations - Operator,20,40,E,8479
8-Nov-24,73,15:24,Friday,ROYAL YORK AND EGLINTO,Mechanical,22,44,N,3321
8-Nov-24,112,15:27,Friday,KIPLING STATION,Mechanical,24,48,N,8152
8-Nov-24,116,15:35,Friday,MORNINGSIDE AND SHEPPA,Diversion,472,482,N,3452
8-Nov-24,131,15:46,Friday,MORNINGVIEW TRAIL AND,Mechanical,13,26,S,1331
8-Nov-24,116,15:50,Friday,MORNINGSIDE AND PAN AM,Emergency Services,8,16,N,3474
8-Nov-24,996,15:54,Friday,WILSON AND JANE,Collision - TTC,10,20,E,3572
8-Nov-24,902,15:55,Friday,MARKHAM AND PROGRESS,Diversion,25,40,N,9067
8-Nov-24,29,16:05,Friday,DUFFERIN AND BRIAR HIL,Collision - TTC,8,16,N,9455
8-Nov-24,929,16:08,Friday,DUFFERIN AND LAWRENCE,Operations - Operator,8,16,S,9452
8-Nov-24,71,16:24,Friday,SOUTHPORT ST AND WINDE,Security,10,20,S,1119
8-Nov-24,100,16:25,Friday,OVERLEA AND THORNCLIFF,Security,6,12,W,8779
8-Nov-24,45,16:40,Friday,SHEPPARD AND PROGRESS,Mechanical,18,36,E,1618
8-Nov-24,996,16:45,Friday,HUMBER COLLEGE AND WES,Security,10,20,E,3575
8-Nov-24,14,16:49,Friday,GLENCARIN AND CALEDONI,Mechanical,20,40,E,7228
8-Nov-24,123,16:58,Friday,SHORNCLIFFE AND LOCKPO,Mechanical,15,30,N,8160
8-Nov-24,133,17:08,Friday,ELLEMERE AND NEILSON,Investigation,12,24,N,3472
8-Nov-24,952,17:18,Friday,LAWRENCE AND DUFFERIN,Mechanical,12,24,W,1372
8-Nov-24,29,17:30,Friday,EGLINTON AND DUFFERIN,Vision,16,32,N,9461
8-Nov-24,122,17:31,Friday,YORK MILLS AND LESLIE,Mechanical,10,20,E,1269
8-Nov-24,63,17:36,Friday,OSSINGTON AND DUNDAS,Mechanical,10,20,N,7119
8-Nov-24,925,17:40,Friday,ST DENNIS AND DON MILL,Collision - TTC,9,17,N,8668
8-Nov-24,86,17:43,Friday,KINGSTON AND MORNINGSI,Operations - Operator,18,36,E,1315
8-Nov-24,960,17:48,Friday,YONGE AND STEELES,General Delay,0,0,S,8384
8-Nov-24,15,17:50,Friday,EVANS AND ISLINGTON,Mechanical,14,28,W,8303
8-Nov-24,107,17:53,Friday,MARTIN ROSS AND ALNESS,Security,20,40,W,7046
8-Nov-24,133,17:55,Friday,SCARBOROUGH CENTRE STA,Mechanical,12,24,,3411
8-Nov-24,29,18:03,Friday,DUFFERIN AND LAWRENCE,Vision,16,32,S,9449
8-Nov-24,53,18:13,Friday,STEELES AND STAINES,Operations - Operator,15,30,E,3106
8-Nov-24,63,18:15,Friday,EGLINTON WEST STATION,Vision,12,24,,7013
8-Nov-24,39,18:19,Friday,FINCH AND BAYVIEW,Mechanical,13,26,E,3102
8-Nov-24,90,18:20,Friday,VAUGHAN AND WINONA,Collision - TTC,8,16,S,7021
8-Nov-24,94,18:27,Friday,CASTLE FRANK STATION,Operations - Operator,20,40,N,8418
8-Nov-24,189,18:33,Friday,GUNNS LOOP,Operations - Operator,28,58,W,3365
8-Nov-24,902,18:45,Friday,WARDEN STATION,Operations - Operator,12,24,,9050
8-Nov-24,122,19:05,Friday,YORK MILLS STATION,Mechanical,10,20,,1254
8-Nov-24,52,19:08,Friday,DIXON AND ISLINGTON,Collision - TTC,9,18,W,3639
8-Nov-24,14,19:11,Friday,GLENCARIN STATION,Mechanical,20,40,W,1337
8-Nov-24,70,19:32,Friday,O'CONNOR AND SUNRISE,Emergency Services,12,24,S,8451
8-Nov-24,43,19:54,Friday,KENNEDY AND FINCH,Mechanical,10,20,S,3183
8-Nov-24,8,20:00,Friday,WARDEN STATION,Operations - Operator,24,48,,8458
8-Nov-24,941,20:11,Friday,KEELE AND DOVEHOUSE,Security,0,0,S,9456
8-Nov-24,71,20:12,Friday,RUNNYMEDE AND WEBB,Mechanical,15,30,N,7276
8-Nov-24,74,20:19,Friday,MT PLEASANT AND BROADW,Security,18,35,S,8725
8-Nov-24,501,20:22,Friday,BATHURST AND WOLSELEY,Emergency Services,14,21,N,8763
8-Nov-24,90,20:35,Friday,ST CLAIR AND KINGSTON,Mechanical,26,52,S,8459
8-Nov-24,95,20:40,Friday,ELLESMERE ANMD MORNING,Cleaning - Unsanitary,12,24,W,3441
8-Nov-24,129,20:51,Friday,MCCOWAN AND MCNICOLL,Operations - Operator,28,56,N,3128
8-Nov-24,75,20:51,Friday,LOWER JARVIS AND QUEEN,Emergency Services,20,40,N,8448
8-Nov-24,161,20:56,Friday,ALLIANCE AND JANE,Mechanical,20,40,W,3737
8-Nov-24,123,21:03,Friday,EVANS AND GAIR,Vision,16,32,W,3347
8-Nov-24,51,21:26,Friday,NORTH YORK GENERAL HOS,Cleaning - Unsanitary,25,50,,3132
8-Nov-24,995,21:34,Friday,YORKMILLS AND CHIPSTEA,Mechanical,12,24,E,1327
8-Nov-24,37,21:41,Friday,BERGAMOT AND REXDALE,Operations - Operator,20,40,W,8109
8-Nov-24,106,21:45,Friday,PIONEER VILLAGE STATIO,Vision,20,40,,7018
8-Nov-24,905,21:49,Friday,KENNEDY STATION,Operations - Operator,12,24,,3487
8-Nov-24,106,22:20,Friday,PIONEER VILLAGE STATIO,Vision,20,40,,7101
8-Nov-24,85,22:34,Friday,ROUGE HILL GO STATION,Mechanical,20,40,,1267
8-Nov-24,71,22:53,Friday,MOUNT DENNIS DIVISION,Emergency Services,15,30,N,7211
8-Nov-24,36,23:09,Friday,FINCH STATION,Emergency Services,10,20,,9131
8-Nov-24,25,23:14,Friday,DON MILLS AND OVERLEA,Emergency Services,10,20,N,8782
8-Nov-24,63,23:28,Friday,ATLANTIC AND KING,Operations - Operator,20,40,N,8377
8-Nov-24,91,23:34,Friday,UNDERHILL AND KELLYTHO,Operations - Operator,30,60,S,8788
8-Nov-24,47,23:39,Friday,CALEDONIA AND GLENGROV,Vision,20,40,S,7102
8-Nov-24,44,23:58,Friday,KIPLING AND THE QUEENS,Cleaning - Unsanitary,10,20,N,8196
8-Nov-24,85,00:42,Friday,EAST AND ISLAND RD.,Emergency Services,20,40,N,3537
8-Nov-24,29,00:46,Friday,DUFFERIN AND SPRINGHUR,Diversion,43,53,S,9027
8-Nov-24,600,01:58,Friday,JANE AND BLOOR,Operations - Operator,0,0,S,7249
9-Nov-24,336,03:22,Saturday,WOODBINE RACE TRACK LO,Emergency Services,20,40,,3187
9-Nov-24,307,03:25,Saturday,BATHURST AND COLLEGE,Diversion,139,169,N,3482
9-Nov-24,343,03:57,Saturday,KENNEDY AND FINCH,Emergency Services,30,60,N,3185
9-Nov-24,135,04:17,Saturday,PEARSON AIRPORT TERMIN,Mechanical,20,40,S,8561
9-Nov-24,300,04:18,Saturday,KENNEDY STATION,Emergency Services,23,46,,3161
9-Nov-24,35,04:27,Saturday,JANE AND JOHN ST,Mechanical,20,40,S,1047
9-Nov-24,339,04:44,Saturday,TAPSCOTT AND FINCH,Security,0,0,S,3172
9-Nov-24,334,04:50,Saturday,FINCHDENE SQUARE AND F,Security,0,0,S,8625
9-Nov-24,320,05:01,Saturday,YONGE AND SHEPPARD,Security,0,0,N,3568
9-Nov-24,960,05:19,Saturday,STEELES LOOP,Emergency Services,0,0,,8384
9-Nov-24,32,05:21,Saturday,EGLINTON AND KEELE,Mechanical,20,0,W,7266
9-Nov-24,343,05:32,Saturday,MIDLAND AND STEELES (S,Security,0,0,S,9215
9-Nov-24,123,05:40,Saturday,EVANS AND BROWN'S LINE,Mechanical,27,27,W,8139
9-Nov-24,47,05:46,Saturday,YORKDALE ROAD AND YORK,Mechanical,15,30,N,7051
9-Nov-24,45,05:54,Saturday,PEARSON AIRPORT - TERM,Security,0,0,E,7235
9-Nov-24,44,06:14,Saturday,KIPLING AND EVANS,Mechanical,10,20,N,3345
9-Nov-24,35,06:27,Saturday,OLD MILL STATION,Operations - Operator,8,16,N,1345
9-Nov-24,36,06:28,Saturday,FINCH WEST STATION,Mechanical,10,20,N,3706
9-Nov-24,7,06:30,Saturday,BATHURST STATION,Utilized Off Route,10,20,S,7085
9-Nov-24,46,06:32,Saturday,KIPLING STATION,General Delay,21,51,N,3368
9-Nov-24,73,06:38,Saturday,WESTON AND CARDELL,Mechanical,17,34,S,3356
9-Nov-24,324,06:43,Saturday,BIRCHMOUNT GARAGE,Collision - TTC,0,0,,8578
9-Nov-24,37,07:08,Saturday,HUMBERWOOD LOOP,Mechanical,26,54,,8118
9-Nov-24,34,07:27,Saturday,EGLINTON STATION,Emergency Services,10,20,,8779
9-Nov-24,32,07:42,Saturday,EGLINTON AND DUFFERIN,Security,0,0,W,7245
9-Nov-24,57,07:54,Saturday,MCNICOLL GARAGE,Collision - TTC,18,35,,3165
9-Nov-24,102,07:55,Saturday,KINGSTON AND RAVINE,Mechanical,10,20,N,3427
9-Nov-24,40,08:05,Saturday,DUNDAS AND KIPLING,Mechanical,22,44,S,3233
9-Nov-24,41,08:07,Saturday,KEELE AND YPRES,Investigation,16,33,N,7271
9-Nov-24,600,08:08,Saturday,DUNDAS WEST STATION,Mechanical,0,0,,8947
9-Nov-24,600,08:12,Saturday,KIPLING STATION,Collision - TTC,0,0,,8691
9-Nov-24,44,08:23,Saturday,COLONEL SAMUEL SMITH L,Operations - Operator,27,37,S,8172
9-Nov-24,29,08:35,Saturday,WILSON STATION UPPER,Mechanical,8,16,,9454
9-Nov-24,42,08:42,Saturday,FINCH STATION,Mechanical,17,34,S,3138
9-Nov-24,64,09:17,Saturday,EASTDALE AND GOODWOOD,Mechanical,10,20,E,8441
9-Nov-24,927,09:20,Saturday,STEELES AND MARTIN GRO,Mechanical,11,22,N,8894
9-Nov-24,127,09:25,Saturday,SPADINA STATION,Operations - Operator,28,56,S,8199
9-Nov-24,42,09:33,Saturday,MCNICOLL AND WARDEN,Collision - TTC,20,40,E,3271
9-Nov-24,37,10:09,Saturday,ISLINGTON STATION,Diversion,0,0,,0
9-Nov-24,66,10:10,Saturday,LAKESHORE AND BROOKERS,Diversion,0,0,,0
9-Nov-24,36,10:25,Saturday,HUMBERWOOD LOOP AND VI,Operations - Operator,6,11,E,1395
9-Nov-24,42,10:46,Saturday,MCNICOLL AND VICTORIA,Operations - Operator,20,40,E,3166
9-Nov-24,95,10:48,Saturday,ELLESMERE AND MUIRBANK,Operations - Operator,12,24,W,1655
9-Nov-24,90,10:48,Saturday,VAUGHAN AND OAKWOOD,Mechanical,10,20,W,3455
9-Nov-24,116,10:53,Saturday,SHEPPARD AND MARKHAM,Mechanical,10,20,W,1576
9-Nov-24,43,10:59,Saturday,KENNEDY AND SHROPSHIRE,Mechanical,10,20,S,3182
9-Nov-24,35,11:02,Saturday,JANE AND SHOREHAM DR,Security,10,20,S,1354
