Date,Line,Time,Day,Location,Incident,Min Delay,Min Gap,Bound,Vehicle
3-Sep-24,506,20:21,Tuesday,GERRARD AND DE GRASSI,General Delay,14,24,E,4423
3-Sep-24,505,20:47,Tuesday,PARLIAMENT AND DUNDAS,Security,10,20,E,4488
3-Sep-24,504,23:17,Tuesday,QUEEN AND RONCESVALLES,Cleaning - Unsanitary,10,20,W,4550
3-Sep-24,506,00:02,Tuesday,COLLEGE AND AUGUSTA,Mechanical,10,20,E,4437
3-Sep-24,506,00:20,Tuesday,HOWARD PARK AND INDIAN,Diversion,20,39,W,4401
4-Sep-24,503,05:44,Wednesday,KING AND SIMCOE,Mechanical,30,60,E,4494
4-Sep-24,510,07:28,Wednesday,EGLINTON GARAGE,Operations,5,10,,0
4-Sep-24,503,08:00,Wednesday,KING AND JOHN,Mechanical,10,20,E,4477
4-Sep-24,501,08:56,Wednesday,WELLINGTON WEST AND BA,Mechanical,0,0,W,4572
4-Sep-24,510,09:30,Wednesday,SPADINA STATION,Mechanical,3,7,S,8729
4-Sep-24,509,09:56,Wednesday,LAKESHORE AND ONTARIO,Mechanical,0,0,W,1021
4-Sep-24,510,10:20,Wednesday,SPADINA AND QUEENS QUA,Mechanical,4,7,N,8735
4-Sep-24,505,14:12,Wednesday,DUNDAS AND YONGE,Security,10,20,W,4575
4-Sep-24,505,14:20,Wednesday,BROADVIEW STATION,Cleaning - Unsanitary,8,16,W,4452
4-Sep-24,506,15:49,Wednesday,PAPE AND GERRARD,Security,0,0,W,4543
4-Sep-24,510,16:21,Wednesday,SPADINA AND BREMNER,Mechanical,3,6,S,8663
4-Sep-24,504,17:08,Wednesday,RONCESVALLES AND KING,Security,10,20,S,4474
4-Sep-24,501,17:40,Wednesday,QUEEN AND PARLIAMENT,Collision - TTC Involved,5,10,E,8147
4-Sep-24,504,18:04,Wednesday,QUEEN AND ABELL,Emergency Services,23,33,W,4559
4-Sep-24,506,19:48,Wednesday,MAIN AND GERRARD,Diversion,250,260,,4465
4-Sep-24,501,20:36,Wednesday,QUEEN AND DUFFERIN,General Delay,6,16,E,4551
4-Sep-24,501,20:44,Wednesday,OSSINGTON AND QUEEN,General Delay,6,16,S,4554
4-Sep-24,504,20:45,Wednesday,KING AND OSSINGTON,Diversion,14,24,W,4498
4-Sep-24,501,20:46,Wednesday,NEVILLE PARK LOOP,Mechanical,10,20,W,4595
4-Sep-24,501,21:19,Wednesday,QUEEN AND ABELL,General Delay,19,19,W,4546
4-Sep-24,503,22:57,Wednesday,QUEEN AND KING,Rail/Switches,0,0,W,4494
4-Sep-24,509,23:08,Wednesday,FLEET AND STRACHAN,Mechanical,10,20,W,7219
4-Sep-24,501,00:36,Wednesday,KING AND YORK,Cleaning - Unsanitary,10,20,W,4572
4-Sep-24,5004,01:53,Wednesday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,W,4480
5-Sep-24,505,02:19,Thursday,RONCESVALLE AND QUEEN,Security,0,0,S,4448
5-Sep-24,301,04:03,Thursday,QUEEN AND KENILWORTH,Diversion,0,0,,4539
5-Sep-24,304,04:06,Thursday,BROADVIEW AND DUNDAS,Diversion,0,0,,4507
5-Sep-24,505,04:46,Thursday,LESLIE CARHOUSE,Operations,15,30,N,4408
5-Sep-24,504,07:00,Thursday,RONCESVALLES YARD,Diversion,33,43,,0
5-Sep-24,509,07:02,Thursday,BAY AND LAKE SHORE,Emergency Services,33,43,S,7224
5-Sep-24,508,07:14,Thursday,RONCESVALLES YARD,Diversion,23,43,W,4609
5-Sep-24,509,07:57,Thursday,SPADINA STATION,General Delay,5,10,,0
5-Sep-24,501,08:11,Thursday,GERRARD AND BROADVIEW,Mechanical,5,10,W,3347
5-Sep-24,509,08:21,Thursday,QUEENS QUAY AND LOWER,Cleaning - Unsanitary,3,6,N,8670
5-Sep-24,501,08:38,Thursday,MCCAUL AND STEPHANIE,Collision - TTC Involved,9,18,S,4602
5-Sep-24,501,09:09,Thursday,OSSINGTON AND QUEEN,General Delay,0,0,E,4622
5-Sep-24,510,10:12,Thursday,SPADINA AND SULLIVAN,General Delay,10,0,N,0
5-Sep-24,899,11:12,Thursday,LESLIE BARNES,Operations,0,0,,4579
5-Sep-24,510,11:33,Thursday,SPADINA AND DUNDAS,General Delay,0,0,,0
5-Sep-24,504,12:11,Thursday,KING AND BATHURST,Security,0,0,E,4489
5-Sep-24,509,13:01,Thursday,EXHIBITION LOOP,Mechanical,3,6,E,8698
5-Sep-24,511,13:11,Thursday,LESLIE BARNS,General Delay,11,21,,4450
5-Sep-24,511,13:15,Thursday,BATHURST STATION,Mechanical,10,20,S,4451
5-Sep-24,501,13:29,Thursday,QUEEN AND PETER,Investigation,10,20,E,8329
5-Sep-24,504,13:36,Thursday,LESLIE BARNS,General Delay,8,16,N,4499
5-Sep-24,510,13:38,Thursday,SPADINA STATION,Cleaning - Unsanitary,3,7,N,8820
5-Sep-24,511,13:40,Thursday,LESLIE BARNS,General Delay,9,18,N,4451
5-Sep-24,505,13:45,Thursday,BROADVIEW AND GERRARD,Operations,10,20,E,4480
5-Sep-24,510,13:49,Thursday,SPADINA AND BLUE JAYS,Mechanical,4,8,N,8620
5-Sep-24,503,13:53,Thursday,KINGSTON AND BROOKSIDE,Cleaning - Unsanitary,10,20,W,4477
5-Sep-24,501,14:04,Thursday,LESLIE BARNS,General Delay,3,1,E,4559
5-Sep-24,503,15:19,Thursday,KING AND SUMACH,Emergency Services,10,20,W,4532
5-Sep-24,509,15:22,Thursday,BAY AND LAKE SHORE,General Delay,0,0,S,7224
5-Sep-24,,17:25,Thursday,RONCESVALES YARD,Collision - TTC Involved,0,0,,4609
5-Sep-24,505,19:55,Thursday,DUNDAS AND BATHURST,Mechanical,10,20,E,4458
5-Sep-24,501,21:01,Thursday,QUEEN AND RIVER,Mechanical,5,10,W,8349
5-Sep-24,504,21:28,Thursday,KING AND BATHURST,Security,10,20,W,4586
5-Sep-24,506,22:50,Thursday,COLLEGE AND MCCAUL,Overhead,113,123,E,4551
5-Sep-24,501,23:34,Thursday,QUEEN AND BERKELEY,Security,22,32,W,4522
5-Sep-24,511,00:13,Thursday,BATHURST AND COLLEGE,Held By,10,20,E,4450
5-Sep-24,504,01:30,Thursday,KING AND SACKVILLE,Security,15,25,W,4505
5-Sep-24,301,01:43,Thursday,QUEEN AND BROADVIEW,Diversion,381,401,W,4585
6-Sep-24,301,02:50,Friday,QUEEN AND JAMESON,Diversion,232,252,E,4622
6-Sep-24,304,02:55,Friday,QUEEN AND JAMESON,Diversion,0,0,,4606
6-Sep-24,507,03:16,Friday,BAY AND DUNDAS,Emergency Services,20,40,N,4593
6-Sep-24,512,03:29,Friday,ST CLAIR AND WESTON,Cleaning - Unsanitary,20,40,W,4462
6-Sep-24,301,03:52,Friday,QUEEN AND WILSON PARK,Operations,20,40,E,4457
6-Sep-24,301,04:27,Friday,QUEEN AND WINEVA AVE,Emergency Services,26,46,W,4585
6-Sep-24,512,04:41,Friday,BATHURST AND DUPONT,Operations,8,28,N,4499
6-Sep-24,501,05:52,Friday,QUEEN AND CLAREMONT,Utilized Off Route,4,8,W,8212
6-Sep-24,510,06:14,Friday,SPADINA STATION,Operations,6,14,,7289
6-Sep-24,506,09:26,Friday,BROADVIEW AND GERRARD,General Delay,25,35,E,4570
6-Sep-24,507,12:33,Friday,LAKESHORE AND FIFTH,General Delay,29,20,E,4518
6-Sep-24,506,12:53,Friday,COLLEGE AND BEVERLEY,Diversion,128,138,,4542
6-Sep-24,510,13:48,Friday,SPADINA STATION,Operations,4,8,N,7307
6-Sep-24,510,13:52,Friday,SPADINA STATIOIN,Operations,4,8,N,7307
6-Sep-24,501,14:25,Friday,QUEEN AND JAMESON,Diversion,0,0,E,0
6-Sep-24,506,14:28,Friday,CARLTON AND YONGE,Emergency Services,0,0,W,4462
6-Sep-24,501,14:46,Friday,QUEEN AND JAMESON,Security,0,0,W,8202
6-Sep-24,510,14:55,Friday,SPADINA AND DUNDAS,Investigation,3,5,N,7307
6-Sep-24,501,14:57,Friday,WOLSELEY LOOP,Utilized Off Route,7,14,W,3304
6-Sep-24,512,15:27,Friday,ST CLAIR AND OAKWOOD,Operations,14,22,W,4575
6-Sep-24,505,15:33,Friday,ERINDALE AND BROADVIEW,General Delay,0,0,S,4585
6-Sep-24,506,15:37,Friday,COLLEGE AND CRAWFORD,Diversion,8,18,W,4426
6-Sep-24,512,15:49,Friday,ST CLAIR AND EARLSCOUR,Operations,11,19,W,4406
6-Sep-24,504,15:55,Friday,BROADVIEW STATION,Emergency Services,0,0,,0
6-Sep-24,512,16:05,Friday,ST CLAIR AND VAUGHAN,Operations,15,23,W,4515
6-Sep-24,512,16:20,Friday,ST CLAIR AND ARLINGTON,General Delay,0,0,,0
6-Sep-24,506,17:11,Friday,CARLTON AND JARVIS,Diversion,19,29,E,4511
6-Sep-24,501,17:15,Friday,QUEEN AND GREENWOOD,Cleaning - Unsanitary,10,20,E,4519
6-Sep-24,509,17:33,Friday,CANADA BLVD AND MANITO,Cleaning - Unsanitary,3,6,W,7272
6-Sep-24,504,17:59,Friday,RONCESVALLES AND MARIO,Diversion,18,28,S,4605
6-Sep-24,501,18:29,Friday,KING AND DUFFERIN,Operations,10,20,E,4545
6-Sep-24,501,19:48,Friday,DUFFERIN GATE LOOP,Cleaning - Unsanitary,10,20,N,4461
6-Sep-24,505,19:54,Friday,ERINDALE AND BROADVIEW,Cleaning - Unsanitary,10,20,W,4602
6-Sep-24,501,19:59,Friday,QUEEN AND BATHURST,Utilized Off Route,10,20,W,8185
6-Sep-24,503,20:02,Friday,QUEEN AND GREENWOOD,Mechanical,10,20,E,4445
6-Sep-24,501,20:53,Friday,QUEEN AND EUCLID,Utilized Off Route,10,20,W,8317
6-Sep-24,501,21:23,Friday,QUEEN AND LOGAN,Cleaning - Unsanitary,12,24,W,4567
6-Sep-24,510,21:44,Friday,SPADINA AND KING,General Delay,0,0,N,7261
6-Sep-24,503,22:38,Friday,KINGSTON ROAD AND WAVE,General Delay,16,28,E,4532
6-Sep-24,301,00:42,Friday,QUEEN AND JAMESON,Diversion,0,0,,0
6-Sep-24,304,00:54,Friday,QUEEN AND JAMESON,Diversion,0,0,,0
6-Sep-24,504,00:58,Friday,LANSDOWNE LOOP,Security,0,0,E,4528
6-Sep-24,510,01:01,Friday,SPADINA AND KING,Security,0,0,S,8745
6-Sep-24,507,01:12,Friday,LAKESHORE BLVD WEST AN,Diversion,95,105,E,4489
6-Sep-24,504,01:28,Friday,KING AND DOWLING,General Delay,28,38,W,4595
6-Sep-24,301,01:36,Friday,MCCAUL AND QUEEN,General Delay,22,32,N,4583
7-Sep-24,501,04:17,Saturday,THE QUEENSWAY AND RONC,General Delay,0,0,E,4439
7-Sep-24,512,04:36,Saturday,ST CLAIR AND HOUNDSLOW,Cleaning - Unsanitary,20,40,E,4575
7-Sep-24,505,06:17,Saturday,BROADVIEW STATION,Security,25,35,N,4569
7-Sep-24,512,06:24,Saturday,ST CLAIR AND KEELE,Held By,26,36,E,4507
7-Sep-24,504,08:25,Saturday,PARLIAMENT AND DUNDAS,Held By,0,0,N,4493
7-Sep-24,504,08:58,Saturday,WELLINGTON AND BAY,Emergency Services,0,0,W,4426
7-Sep-24,506,09:30,Saturday,COLLEGE AND LANSDOWNE,Mechanical,24,34,W,4546
7-Sep-24,506,09:41,Saturday,GERRARD AND COXWELL,Cleaning - Unsanitary,10,20,N,4416
7-Sep-24,505,11:08,Saturday,OSSINGTON AND DUNDAS,General Delay,97,104,N,4600
7-Sep-24,506,11:35,Saturday,COLLEGE AND QUEENS PAR,General Delay,0,0,,0
7-Sep-24,510,12:22,Saturday,SPADINA AND BLOOR,Mechanical,3,6,N,3728
7-Sep-24,510,12:26,Saturday,SPADINA AND QUEEN,Mechanical,3,6,N,3728
7-Sep-24,509,12:28,Saturday,EXHIBITION AND MANITOB,Operations,28,31,E,7264
7-Sep-24,505,12:36,Saturday,BROADVIEW AND LANGLEY,General Delay,0,0,,0
7-Sep-24,506,12:47,Saturday,LESLIE BARNS YARD,Operations,10,20,,4585
7-Sep-24,504,12:58,Saturday,LESLIE BARNS YARD,Operations,10,20,,4575
7-Sep-24,501,13:46,Saturday,QUEEN AND KINGSTON,General Delay,27,37,E,4535
7-Sep-24,511,13:53,Saturday,LESLIE BARNS,General Delay,5,10,N,4402
7-Sep-24,511,14:09,Saturday,LESLIE BARNS,General Delay,5,10,N,4503
7-Sep-24,503,14:12,Saturday,KING AND CHURCH,General Delay,0,0,E,4597
7-Sep-24,510,14:13,Saturday,SPADINA STATION,Operations,3,6,W,8652
7-Sep-24,512,14:15,Saturday,GUNN'S LOOP,General Delay,10,18,E,4406
7-Sep-24,505,14:25,Saturday,LESLIE BARNS,General Delay,7,14,N,4419
7-Sep-24,506,14:30,Saturday,CARLTON AND YONGE,Diversion,60,70,,4585
7-Sep-24,501,14:42,Saturday,QUEENSWAY GARAGE,Utilized Off Route,5,10,E,8215
7-Sep-24,509,15:00,Saturday,EXHIBITION LOOP,Mechanical,4,7,W,8639
7-Sep-24,504,15:02,Saturday,KING AND YONGE,General Delay,62,65,W,4407
7-Sep-24,501,15:23,Saturday,LESLIE BARNS,General Delay,16,36,N,4511
7-Sep-24,511,15:25,Saturday,LESLIE BARNS,General Delay,5,10,N,4503
7-Sep-24,509,15:46,Saturday,BAY AND LAKE SHORE,Diversion,10,14,N,8908
7-Sep-24,501,15:57,Saturday,QUEEN AND BATHURST,Utilized Off Route,10,20,E,8129
7-Sep-24,505,16:37,Saturday,BAY AND DUNDAS,Diversion,39,49,N,4489
7-Sep-24,512,16:40,Saturday,GUNNS LOOP,Operations,10,18,E,4406
7-Sep-24,509,17:10,Saturday,BATHURST AND FORT YORK,Collision - TTC Involved,3,7,S,8829
7-Sep-24,512,17:17,Saturday,GUNNS LOOP,Operations,9,17,E,4582
7-Sep-24,501,17:42,Saturday,QUEEN AND UNIVERSITY,Held By,32,42,W,3352
7-Sep-24,504,17:43,Saturday,KINGSTON ROAD LOOP,Emergency Services,7,14,S,4431
7-Sep-24,510,17:54,Saturday,SPADINA AND COLLEGE,Mechanical,3,5,N,8632
7-Sep-24,504,19:15,Saturday,QUEEN AND JAMESON,Diversion,0,0,E,0
7-Sep-24,512,19:47,Saturday,ST CLAIR W AND VAUGHAN,General Delay,11,19,W,4615
7-Sep-24,512,20:23,Saturday,ST CLAIR W AND DUFFERI,General Delay,7,15,W,4582
7-Sep-24,506,21:43,Saturday,LESLIE AND COMMISSIONE,Cleaning - Unsanitary,10,20,W,4455
7-Sep-24,511,22:54,Saturday,BATHURST AND QUEEN,General Delay,27,37,N,4402
7-Sep-24,505,22:59,Saturday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,E,4569
7-Sep-24,510,23:12,Saturday,SAPDINA AND FORT YORK,Operations,10,15,S,8820
7-Sep-24,505,23:25,Saturday,BROADVIEW STATION,Emergency Services,10,20,,4479
7-Sep-24,501,23:36,Saturday,QUEENSWAY AND KING,Diversion,25,35,E,4404
7-Sep-24,504,23:39,Saturday,QUEENSWAY AND KING,Diversion,39,49,E,4539
7-Sep-24,501,00:19,Saturday,NEVILLE PARK LOOP,Cleaning - Unsanitary,10,20,E,4412
7-Sep-24,512,00:36,Saturday,ST CLAIR AND YONGE,Cleaning - Unsanitary,8,16,W,4620
7-Sep-24,512,01:09,Saturday,ST CLAIR W AND YONGE,Cleaning - Unsanitary,8,16,W,4620
7-Sep-24,501,01:30,Saturday,QUEEN ST,General Delay,0,0,,0
7-Sep-24,503,01:34,Saturday,KINGSTON RD,General Delay,0,0,,0
7-Sep-24,507,01:42,Saturday,LONG BRANCH LOOP - MCC,General Delay,0,0,,0
7-Sep-24,504,01:45,Saturday,KING AND PORTLAND,General Delay,23,33,E,4484
7-Sep-24,503,01:51,Saturday,KING AND CHURCH ST,Operations,10,20,W,4459
8-Sep-24,312,03:12,Sunday,ST CLAIR AND DEER PARK,Cleaning - Unsanitary,20,40,W,4560
8-Sep-24,503,03:27,Sunday,QUEEN AND JONES,Security,30,60,W,4494
8-Sep-24,301,03:35,Sunday,DUNDAS AND ST PATRICK,General Delay,5,25,W,4404
8-Sep-24,301,03:56,Sunday,QUEEN AND LESLIE,Diversion,39,59,W,4481
8-Sep-24,305,04:18,Sunday,DUNDAS WEST STATION,Emergency Services,30,60,N,4489
8-Sep-24,503,05:00,Sunday,KING AND PARLIAMENT,General Delay,0,0,W,4445
8-Sep-24,301,05:16,Sunday,LONG BRANCH,Security,37,67,E,4448
8-Sep-24,509,05:31,Sunday,EASTERN AND MCGEE,Operations,13,25,W,8732
8-Sep-24,509,05:46,Sunday,EXHIBITION LOOP,Mechanical,10,20,E,7271
8-Sep-24,501,08:27,Sunday,QUEEN EAST AND PARLIME,Diversion,17,27,W,4406
8-Sep-24,501,08:34,Sunday,KING STATION,Diversion,17,27,W,4406
8-Sep-24,503,08:35,Sunday,KING STATION,Diversion,17,27,W,4427
8-Sep-24,504,08:37,Sunday,KING STATION,Diversion,10,20,W,4614
8-Sep-24,505,08:54,Sunday,BROADVIEW STATION,Cleaning - Unsanitary,54,64,W,4575
8-Sep-24,504,09:15,Sunday,KING AND CHURCH,General Delay,10,20,W,4503
8-Sep-24,506,09:18,Sunday,COLLEGE AND BAY,Diversion,22,32,,4517
8-Sep-24,501,10:05,Sunday,QUEEN EAST AND PAPE,Operations,10,20,E,4558
8-Sep-24,505,10:06,Sunday,DUNDAS AND BAY,General Delay,0,0,W,0
8-Sep-24,510,10:50,Sunday,SPADINA STATION,Mechanical,10,20,S,3726
8-Sep-24,509,12:13,Sunday,KEELE AND ANNETTE,Collision - TTC Involved,5,10,S,7314
8-Sep-24,501,12:43,Sunday,QUEENSWAY GARAGE,Utilized Off Route,6,12,N,8204
8-Sep-24,511,12:51,Sunday,FLEET AND STRACHAN,General Delay,32,42,W,4456
8-Sep-24,509,12:53,Sunday,FLEET AND STRACHAN,Collision - TTC Involved,53,58,E,7205
8-Sep-24,511,12:54,Sunday,EXHIBITION LOOP,General Delay,32,42,N,4456
8-Sep-24,501,12:57,Sunday,QUEEN AND RIVER,Security,6,12,W,8212
8-Sep-24,506,13:34,Sunday,GERRARD AND PARLIAMENT,General Delay,0,0,W,0
8-Sep-24,507,13:38,Sunday,HUMBER LOOP,Operations,10,20,N,4547
8-Sep-24,512,14:19,Sunday,ST CLAIR AND CHRISTIE,General Delay,23,31,W,4619
8-Sep-24,506,14:29,Sunday,DUNDAS AND CHURCH,Operations,47,58,W,4474
8-Sep-24,505,14:40,Sunday,DUNDAS AND CHURCH,Diversion,10,20,W,4543
8-Sep-24,509,14:46,Sunday,EXHIBITION LOOP,Collision - TTC Involved,0,0,,8649
8-Sep-24,510,14:58,Sunday,SPADINA STATION,Mechanical,3,6,S,3726
8-Sep-24,503,15:31,Sunday,KINGSTON AND QUEEN,Mechanical,80,90,W,4490
8-Sep-24,501,18:50,Sunday,CHURCH AND QUEEN,Diversion,20,30,N,4558
8-Sep-24,504,18:51,Sunday,BROADVIEW STATION,General Delay,10,20,N,4503
8-Sep-24,501,18:53,Sunday,CHURCH AND QUEEN,Diversion,15,25,N,8186
8-Sep-24,511,18:59,Sunday,BATHURST AND COLLEGE,Diversion,110,120,S,4559
8-Sep-24,501,19:08,Sunday,QUEEN AND JARVIS,Utilized Off Route,10,20,W,8180
8-Sep-24,501,19:10,Sunday,WOLSELEY LOOP,Utilized Off Route,10,20,W,8215
8-Sep-24,501,19:16,Sunday,QUEEN AND BATHURST,Utilized Off Route,10,20,N,3345
8-Sep-24,510,19:17,Sunday,SPADINA AND QUEENS QUA,Utilized Off Route,4,8,N,7322
8-Sep-24,512,19:28,Sunday,ST CLAIR AND WINONA,General Delay,12,20,W,4623
8-Sep-24,501,19:53,Sunday,QUEEN AND BATHURST,Emergency Services,0,0,W,8186
8-Sep-24,512,19:56,Sunday,ST CLAIR AND VAUGHAN,General Delay,9,19,E,4588
8-Sep-24,505,21:00,Sunday,DUNDAS AND BROADVIEW,Security,19,29,E,4571
8-Sep-24,504,21:31,Sunday,SPADINA AND KING,Collision - TTC Involved,0,0,S,7108
8-Sep-24,505,22:08,Sunday,BROADVIEW AND DUNDAS,Operations,10,20,S,4405
8-Sep-24,505,22:26,Sunday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,E,4543
8-Sep-24,506,22:31,Sunday,CARLTON AND SHERBOURNE,Held By,50,60,E,4462
8-Sep-24,505,01:30,Sunday,DUNDAS AND LANSDOWNE,Cleaning - Unsanitary,12,22,E,4474
9-Sep-24,510,04:37,Monday,SPADINA STATION,Operations,10,20,,7267
9-Sep-24,510,04:53,Monday,SPADINA STATION,Security,0,0,,7226
9-Sep-24,504,05:33,Monday,HUMBER LOOP,Mechanical,10,20,E,4502
9-Sep-24,512,05:54,Monday,EARLSCOURT LOOP,Operations,8,16,,4559
9-Sep-24,505,05:57,Monday,DUNDAS AND SORAUREN,Security,13,28,W,4571
9-Sep-24,501,07:01,Monday,CHURCH AND RICHMOND,Mechanical,0,0,S,8325
9-Sep-24,501,08:35,Monday,QUEEN AND WHEELER,Security,26,36,W,4493
9-Sep-24,501,08:42,Monday,GERRARD AND MUNRO,Mechanical,8,16,,8303
9-Sep-24,509,09:22,Monday,CNE OFF LOADING PLATFO,Held By,10,13,,1404
9-Sep-24,501,09:41,Monday,QUEEN AND JONES,Operations,18,28,W,4443
9-Sep-24,505,10:08,Monday,BATHURST AND DUNDAS,Emergency Services,19,25,W,4562
9-Sep-24,510,11:56,Monday,SPADINA AND WILLCOCKS,Operations,3,7,S,8349
9-Sep-24,507,12:02,Monday,LAKESHORE AND TWENTY S,Diversion,62,72,E,4529
9-Sep-24,504,12:17,Monday,QUEEN AND FULLER,Collision - TTC Involved,28,38,W,4623
9-Sep-24,504,12:21,Monday,QUEEN AND FULLER - DIV,Diversion,28,38,,4623
9-Sep-24,505,12:42,Monday,DUNDAS AND JARVIS,Security,19,29,E,4527
9-Sep-24,501,12:49,Monday,QUEEN AND UNIVERSITY,Mechanical,8,16,E,8117
9-Sep-24,503,14:14,Monday,KINGSTON AND LAWLOR,Collision - TTC Involved,37,40,W,4473
9-Sep-24,506,14:44,Monday,MAIN AND GERRARD,Security,10,20,S,4590
9-Sep-24,509,14:44,Monday,CNE LOOP,Collision - TTC Involved,5,10,,1407
9-Sep-24,512,15:21,Monday,ST CLAIR STATION,General Delay,9,17,E,4560
9-Sep-24,501,15:47,Monday,KING AND QUEEN,Security,10,20,S,4586
9-Sep-24,505,16:14,Monday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,N,4408
9-Sep-24,504,17:01,Monday,KING,Operations,13,20,E,4539
9-Sep-24,501,17:52,Monday,HIGH ST AND QUEENSWAY,Mechanical,5,10,,8313
9-Sep-24,512,20:37,Monday,ST CLAIR AND RUSSELL H,General Delay,12,20,W,4465
9-Sep-24,512,22:02,Monday,ST CLAIR AND YONGE,General Delay,29,39,W,4465
9-Sep-24,504,23:10,Monday,RONCESVALLES AND QUEEN,Mechanical,10,20,E,4499
9-Sep-24,501,23:23,Monday,PARLIAMENT AND DUNDAS,Operations,10,20,N,4425
9-Sep-24,509,00:18,Monday,FLEET AND STRACHAN,Mechanical,7,14,E,7270
9-Sep-24,512,00:35,Monday,ST CLAIR AND DUFFERIN,Cleaning - Unsanitary,10,20,W,4515
9-Sep-24,501,01:45,Monday,NEVILLE PARK LOOP,Mechanical,10,20,W,4431
10-Sep-24,501,04:01,Tuesday,KINGSTON LOOP,Emergency Services,20,40,E,4455
10-Sep-24,505,05:00,Tuesday,KINGSTON LOOP,Security,0,0,E,4558
10-Sep-24,504,05:05,Tuesday,KING AND BAY,Mechanical,10,20,W,4449
10-Sep-24,507,07:45,Tuesday,LAKESHORE AND ROYAL YO,Operations,10,20,W,4444
10-Sep-24,509,10:12,Tuesday,STRACHAN AND MANITOBA,Collision - TTC Involved,3,6,W,1361
10-Sep-24,504,10:40,Tuesday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,N,4503
10-Sep-24,,10:43,Tuesday,RUSSELL CARHOUSE,Rail/Switches,0,0,,4524
10-Sep-24,506,11:32,Tuesday,QUEEN'S PARK STATION,Security,0,0,,0
10-Sep-24,509,11:47,Tuesday,BATHURST AND FORT YORK,Operations,3,6,W,8703
10-Sep-24,509,13:13,Tuesday,FLEET AND STRACHAN,Operations,3,6,E,7272
10-Sep-24,510,14:33,Tuesday,SPADINA LOOP,Collision - TTC Involved,2,6,,7295
10-Sep-24,510,15:00,Tuesday,SPADINA STATION,Security,4,6,,7233
10-Sep-24,505,15:15,Tuesday,DUNDAS AND ST PATRICK,Security,85,95,W,4451
10-Sep-24,505,15:29,Tuesday,DUNDAS AND BEVERLEY,General Delay,0,0,,0
10-Sep-24,505,15:35,Tuesday,DUNDAS AND ST. PATRICK,Diversion,85,95,E,4558
10-Sep-24,509,15:49,Tuesday,EXIBITION LOOP,Operations,3,6,N,8822
10-Sep-24,506,17:18,Tuesday,CARLTON AND PARLIAMENT,Collision - TTC Involved,10,20,W,4576
10-Sep-24,504,18:54,Tuesday,KING AND SACHVILLE,Cleaning - Unsanitary,10,20,S,4611
10-Sep-24,505,20:04,Tuesday,DUNDAS AND JARVIS,Collision - TTC Involved,10,20,E,4570
10-Sep-24,506,20:39,Tuesday,COLLEGE AND BAY,Diversion,10,20,W,4588
10-Sep-24,505,21:11,Tuesday,DUNDAS AND YONGE,Diversion,31,41,E,4558
10-Sep-24,501,22:56,Tuesday,BROADVIEW AND MOUNTSTE,Mechanical,10,20,E,8181
10-Sep-24,511,23:02,Tuesday,BATHURST STATION,Emergency Services,16,26,,4535
10-Sep-24,506,23:05,Tuesday,HIGH PARK LOOP,Investigation,10,20,E,4426
10-Sep-24,506,23:05,Tuesday,HIGH PARK LOOP,Operations,25,35,E,4426
10-Sep-24,510,23:05,Tuesday,SPADINA AND QUEENS QUA,Diversion,193,199,N,8786
10-Sep-24,501,23:13,Tuesday,THE QUEENSWAY AND S KI,General Delay,41,51,E,4577
10-Sep-24,509,01:18,Tuesday,BATHURST AND LAKESHORE,Security,0,0,S,8751
11-Sep-24,507,02:12,Wednesday,MCCAUL AND DUNDAS,Operations,20,40,N,4584
11-Sep-24,505,02:45,Wednesday,BROADVIEW AND LANGLEY,Diversion,40,70,S,4500
11-Sep-24,501,02:46,Wednesday,DUNDAS AND RIVER,Operations,20,40,W,4488
11-Sep-24,503,04:54,Wednesday,QUEEN AND WOODFIELD,Mechanical,10,20,W,4532
11-Sep-24,503,05:46,Wednesday,SUNNYSIDE LOOP,Emergency Services,30,60,,4592
11-Sep-24,509,06:58,Wednesday,FRONT AND BAY,Operations,5,10,,0
11-Sep-24,504,08:33,Wednesday,BROADVIEW AND DANFORTH,Collision - TTC Involved,41,51,N,4450
11-Sep-24,505,08:42,Wednesday,DUNDAS AND YONGE,Diversion,29,39,E,4574
11-Sep-24,509,10:11,Wednesday,EXHIBITION LOOP,General Delay,3,6,,8639
11-Sep-24,503,11:22,Wednesday,KING AND SHERBOURNE,General Delay,14,24,E,4510
11-Sep-24,504,11:59,Wednesday,QUEENSWAY AND ELLIS,Security,0,0,W,4517
11-Sep-24,,14:58,Wednesday,RONCESVALLES YARD,Operations,0,0,,0
11-Sep-24,505,15:14,Wednesday,DUNDAS AND BAY,Emergency Services,10,20,W,4410
11-Sep-24,501,15:20,Wednesday,BATHURST AND QUEEN,Emergency Services,10,20,N,8167
11-Sep-24,506,16:05,Wednesday,GERRARD AND RIVER,Diversion,10,20,,4549
11-Sep-24,501,16:38,Wednesday,KING AND BAY,Mechanical,10,20,E,8210
11-Sep-24,501,16:48,Wednesday,NEVILLE LOOP,Mechanical,10,20,W,4425
