,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
16471,2024/08/17,21:15,Saturday,ST GEORGE BD STATION,SUO,0,0,W,BD,0,Passenger Other
16472,2024/08/17,21:26,Saturday,UNION STATION,SUAP,0,0,N,YU,0,Assault / Patron Involved
16473,2024/08/17,21:32,Saturday,YONGE BD STATION,SUDP,0,0,,BD,0,Disorderly Patron
16474,2024/08/17,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
16475,2024/08/17,22:05,Saturday,ST ANDREW STATION,MUI,25,30,N,YU,5402,Injured or ill Customer (On Train) - Transported
16476,2024/08/17,22:45,Saturday,OSGOODE STATION,MUSAN,9,15,N,YU,5841,Unsanitary Vehicle
16477,2024/08/17,00:49,Saturday,WOODBINE STATION,MUIS,0,0,W,BD,0,Injured or ill Customer (In Station) - Transported
16478,2024/08/17,01:33,Saturday,COLLEGE STATION,SUO,0,0,,YU,0,Passenger Other
16479,2024/08/17,01:43,Saturday,WARDEN STATION,SUO,7,14,E,BD,5197,Passenger Other
16480,2024/08/17,01:47,Saturday,YOUNGE-UNIVERSITY-SPAD,MUO,0,0,,YUS,0,Miscellaneous Other
16481,2024/08/17,22:23,Saturday,BESSARION STATION,PUOPO,0,0,E,SHP,6156,OPTO (COMMS) Train Door Monitoring
16482,2024/08/18,02:02,Sunday,COXWELL STATION,SUDP,0,0,W,BD,5024,Disorderly Patron
16483,2024/08/18,02:03,Sunday,YORK MILLS STATION,MUPAA,3,9,N,YU,6041,Passenger Assistance Alarm Activated - No Trouble Found
16484,2024/08/18,04:17,Sunday,ST GEORGE YUS STATION,PUTWZ,0,0,,YU,0,Work Zone Problems - Track
16485,2024/08/18,07:45,Sunday,SHEPPARD WEST STATION,PUMO,30,0,N,YU,6081,Station Other
16486,2024/08/18,07:52,Sunday,WILSON YARD,PUSAC,0,0,S,YU,5596,Signals Axle Counter Block Failure
16487,2024/08/18,07:54,Sunday,WILSON STATION,PUMO,15,27,S,YU,5596,Station Other
16488,2024/08/18,08:14,Sunday,BLOOR STATION,PUTO,7,0,S,YU,5671,T&S Other
16489,2024/08/18,08:14,Sunday,CHRISTIE STATION,TUSC,0,0,W,BD,5323,Operator Overspeeding
16490,2024/08/18,08:18,Sunday,EGLINTON STATION,MUO,6,12,N,YU,5766,Miscellaneous Other
16491,2024/08/18,08:43,Sunday,DAVISVILLE STATION,MUO,7,13,S,YU,5426,Miscellaneous Other
16492,2024/08/18,08:58,Sunday,ST GEORGE BD STATION,SUO,0,0,,BD,0,Passenger Other
16493,2024/08/18,08:59,Sunday,LAWRENCE STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
16494,2024/08/18,09:36,Sunday,RUNNYMEDE STATION,MUTO,0,0,,BD,0,Misc. Transportation Other - Employee Non-Chargeable
16495,2024/08/18,09:38,Sunday,DAVISVILLE STATION,SUO,0,0,N,YU,6111,Passenger Other
16496,2024/08/18,10:48,Sunday,COLLEGE STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
16497,2024/08/18,11:36,Sunday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
16498,2024/08/18,11:44,Sunday,YORK MILLS STATION,MUPAA,3,7,S,YU,5521,Passenger Assistance Alarm Activated - No Trouble Found
16499,2024/08/18,11:57,Sunday,ISLINGTON STATION,EUSC,3,7,W,BD,5269,Speed Control Equipment
16500,2024/08/18,13:45,Sunday,UNION STATION,MUO,0,0,,YU,0,Miscellaneous Other
16501,2024/08/18,14:27,Sunday,SPADINA BD STATION,MUPAA,0,0,E,BD,5104,Passenger Assistance Alarm Activated - No Trouble Found
16502,2024/08/18,15:12,Sunday,DUFFERIN STATION,SUAP,4,8,W,BD,5009,Assault / Patron Involved
16503,2024/08/18,15:18,Sunday,VICTORIA PARK STATION,PUSNT,4,8,E,BD,5221,Signal Problem - No Trouble
16504,2024/08/18,15:33,Sunday,OSGOODE STATION,MUPAA,0,0,N,YU,5826,Passenger Assistance Alarm Activated - No Trouble Found
16505,2024/08/18,15:37,Sunday,KIPLING STATION,MUTO,3,7,E,YU,0,Misc. Transportation Other - Employee Non-Chargeable
16506,2024/08/18,15:43,Sunday,KENNEDY BD STATION,MUIR,0,0,W,BD,5083,Injured or ill Customer (On Train) - Medical Aid Refused
16507,2024/08/18,16:57,Sunday,VICTORIA PARK STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
16508,2024/08/18,17:16,Sunday,VICTORIA PARK STATION,SUUT,39,43,W,BD,5233,Unauthorized at Track Level
16509,2024/08/18,17:53,Sunday,EGLINTON STATION,SUAP,5,9,N,YU,5991,Assault / Patron Involved
16510,2024/08/18,18:23,Sunday,DUNDAS STATION,SUUT,16,20,S,YU,5761,Unauthorized at Track Level
16511,2024/08/18,18:30,Sunday,ST ANDREW STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
16512,2024/08/18,18:35,Sunday,OLD MILL STATION,MUI,17,22,E,BD,5371,Injured or ill Customer (On Train) - Transported
16513,2024/08/18,18:41,Sunday,OSSINGTON STATION,SUAP,18,23,E,BD,5265,Assault / Patron Involved
16514,2024/08/18,19:14,Sunday,DUFFERIN STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
16515,2024/08/18,19:17,Sunday,RUNNYMEDE STATION,SUDP,0,0,,BD,0,Disorderly Patron
16516,2024/08/18,20:45,Sunday,OSGOODE STATION,PUOPO,23,29,N,YU,6106,OPTO (COMMS) Train Door Monitoring
16517,2024/08/18,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
16518,2024/08/18,23:51,Sunday,BATHURST STATION,SUDP,0,0,W,BD,5345,Disorderly Patron
16519,2024/08/18,00:05,Sunday,LINE 1 - YONGE-UNIVERS,MUO,0,0,,YU,0,Miscellaneous Other
16520,2024/08/18,00:53,Sunday,WARDEN STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
16521,2024/08/18,01:51,Sunday,KIPLING STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
16522,2024/08/18,09:28,Sunday,BAYVIEW STATION,SUO,0,0,W,SHP,6171,Passenger Other
16523,2024/08/18,13:03,Sunday,LESLIE STATION,MUIS,0,0,,SHP,0,Injured or ill Customer (In Station) - Transported
16524,2024/08/18,22:55,Sunday,LESLIE STATION,MUNCA,0,0,,SHP,0,MUNCA
16525,2024/08/19,02:07,Monday,VAUGHAN MC STATION,SUO,0,0,,BD,0,Passenger Other
16526,2024/08/19,05:37,Monday,FINCH STATION,PUOPO,0,0,S,YU,5661,OPTO (COMMS) Train Door Monitoring
16527,2024/08/19,05:56,Monday,FINCH STATION,EUNT,0,0,S,YU,5516,Equipment - No Trouble Found
16528,2024/08/19,06:02,Monday,WILSON STATION,PUSAC,5,10,S,YU,5946,Signals Axle Counter Block Failure
16529,2024/08/19,06:11,Monday,OSGOODE STATION,PUOPO,0,0,N,YU,5816,OPTO (COMMS) Train Door Monitoring
16530,2024/08/19,06:19,Monday,OSGOODE STATION,PUOPO,4,8,N,YU,6106,OPTO (COMMS) Train Door Monitoring
16531,2024/08/19,06:24,Monday,OSGOODE STATION,PUOPO,26,30,N,YU,5661,OPTO (COMMS) Train Door Monitoring
16532,2024/08/19,06:25,Monday,KIPLING STATION,SUAE,12,14,E,BD,5312,Assault / Employee Involved
16533,2024/08/19,06:50,Monday,KIPLING STATION,TUO,2,4,E,BD,5310,Transportation Department - Other
16534,2024/08/19,06:51,Monday,KING STATION,PUOPO,3,7,N,YU,5946,OPTO (COMMS) Train Door Monitoring
16535,2024/08/19,07:39,Monday,DUFFERIN STATION,MUSAN,3,5,W,BD,5293,Unsanitary Vehicle
16536,2024/08/19,07:48,Monday,DONLANDS STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
16537,2024/08/19,08:02,Monday,VAUGHAN MC STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
16538,2024/08/19,08:18,Monday,KIPLING STATION,TUSC,0,0,W,BD,5087,Operator Overspeeding
16539,2024/08/19,09:14,Monday,MAIN STREET STATION,MUSAN,4,8,W,BD,5134,Unsanitary Vehicle
16540,2024/08/19,09:18,Monday,FINCH STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
16541,2024/08/19,09:24,Monday,YONGE BD STATION,MUPAA,0,0,E,BD,5137,Passenger Assistance Alarm Activated - No Trouble Found
16542,2024/08/19,09:31,Monday,ST CLAIR WEST STATION,SUO,0,0,,YU,0,Passenger Other
16543,2024/08/19,09:46,Monday,KIPLING STATION,SUDP,4,8,E,BD,5190,Disorderly Patron
16544,2024/08/19,09:57,Monday,EGLINTON WEST STATION,MUPAA,5,8,N,YU,5791,Passenger Assistance Alarm Activated - No Trouble Found
16545,2024/08/19,09:57,Monday,SPADINA BD STATION,MUPAA,3,7,W,BD,5324,Passenger Assistance Alarm Activated - No Trouble Found
16546,2024/08/19,10:11,Monday,EGLINTON WEST STATION,MUO,0,0,,YU,0,Miscellaneous Other
16547,2024/08/19,10:22,Monday,EGLINTON STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
16548,2024/08/19,10:43,Monday,QUEEN STATION,MUIR,7,11,N,YU,5596,Injured or ill Customer (On Train) - Medical Aid Refused
16549,2024/08/19,10:50,Monday,SHEPPARD WEST STATION,EUDO,6,12,S,YU,5796,Door Problems - Faulty Equipment
16550,2024/08/19,11:09,Monday,MAIN STREET STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
16551,2024/08/19,11:31,Monday,YONGE BD STATION,MUPAA,0,0,E,BD,5101,Passenger Assistance Alarm Activated - No Trouble Found
16552,2024/08/19,11:54,Monday,ST GEORGE BD STATION,SUO,0,0,E,BD,5271,Passenger Other
16553,2024/08/19,11:57,Monday,SPADINA YUS STATION,PUMST,0,0,,YU,0,Station Stairway Incident
16554,2024/08/19,12:11,Monday,BATHURST STATION,SUUT,0,0,E,BD,5371,Unauthorized at Track Level
16555,2024/08/19,12:18,Monday,BLOOR STATION,SUDP,0,0,S,YU,5976,Disorderly Patron
16556,2024/08/19,12:18,Monday,ST GEORGE BD STATION,MUTO,3,7,E,BD,5371,Misc. Transportation Other - Employee Non-Chargeable
16557,2024/08/19,12:43,Monday,GLENCAIRN STATION,SUO,17,22,S,YU,5716,Passenger Other
16558,2024/08/19,12:52,Monday,DUPONT STATION,PUSAC,0,0,S,YU,5816,Signals Axle Counter Block Failure
16559,2024/08/19,13:27,Monday,WELLESLEY STATION,MUPAA,4,9,N,YU,5471,Passenger Assistance Alarm Activated - No Trouble Found
16560,2024/08/19,13:51,Monday,SHERBOURNE STATION,SUDP,5,9,E,BD,5257,Disorderly Patron
16561,2024/08/19,14:03,Monday,MAIN STREET STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
16562,2024/08/19,14:09,Monday,DUNDAS STATION,MUPAA,0,0,S,YU,5546,Passenger Assistance Alarm Activated - No Trouble Found
16563,2024/08/19,14:10,Monday,WARDEN STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
16564,2024/08/19,14:13,Monday,SHEPPARD STATION,SUUT,6,11,N,YU,5711,Unauthorized at Track Level
16565,2024/08/19,14:25,Monday,BLOOR STATION,SUO,3,8,N,YU,5561,Passenger Other
16566,2024/08/19,14:40,Monday,VICTORIA PARK STATION,EUDO,4,8,W,BD,5044,Door Problems - Faulty Equipment
16567,2024/08/19,15:00,Monday,BATHURST STATION,SUO,0,0,W,BD,5025,Passenger Other
16568,2024/08/19,15:31,Monday,LAWRENCE WEST STATION,TUO,7,12,S,YU,5766,Transportation Department - Other
16569,2024/08/19,15:47,Monday,KIPLING STATION,TUSC,0,0,W,BD,5288,Operator Overspeeding
16570,2024/08/19,15:57,Monday,SPADINA BD STATION,MUPAA,3,6,W,BD,5145,Passenger Assistance Alarm Activated - No Trouble Found
16571,2024/08/19,16:03,Monday,HIGH PARK STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
16572,2024/08/19,16:11,Monday,KENNEDY BD STATION,TUSC,4,7,E,BD,5320,Operator Overspeeding
16573,2024/08/19,16:41,Monday,WARDEN STATION,TUSC,0,0,W,BD,5205,Operator Overspeeding
16574,2024/08/19,16:52,Monday,DAVISVILLE STATION,TUNIP,3,6,,YU,5806,Operator Not In Position
16575,2024/08/19,16:57,Monday,WOODBINE STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
16576,2024/08/19,17:05,Monday,DUNDAS WEST STATION,TUMVS,4,7,W,BD,5044,Operator Violated Signal
16577,2024/08/19,17:12,Monday,HIGH PARK STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
16578,2024/08/19,17:25,Monday,FINCH WEST STATION,PUOPO,3,6,N,YU,6091,OPTO (COMMS) Train Door Monitoring
16579,2024/08/19,17:33,Monday,SUMMERHILL STATION,MUPAA,4,7,S,YU,5626,Passenger Assistance Alarm Activated - No Trouble Found
16580,2024/08/19,17:35,Monday,HIGHWAY 407 STATION,PUOPO,5,8,N,YU,6091,OPTO (COMMS) Train Door Monitoring
16581,2024/08/19,17:40,Monday,ST CLAIR WEST STATION,MUIR,3,6,N,YU,5486,Injured or ill Customer (On Train) - Medical Aid Refused
16582,2024/08/19,17:45,Monday,DAVISVILLE STATION,MUIR,10,13,N,YU,5421,Injured or ill Customer (On Train) - Medical Aid Refused
16583,2024/08/19,18:05,Monday,YORK MILLS STATION,MUPAA,5,8,N,YU,5581,Passenger Assistance Alarm Activated - No Trouble Found
16584,2024/08/19,18:19,Monday,WILSON STATION,SUUT,10,13,N,YU,5556,Unauthorized at Track Level
16585,2024/08/19,18:44,Monday,ST CLAIR WEST STATION,MUPAA,6,9,N,YU,6051,Passenger Assistance Alarm Activated - No Trouble Found
16586,2024/08/19,18:50,Monday,HIGH PARK STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
16587,2024/08/19,19:09,Monday,LAWRENCE WEST STATION,MUIRS,0,0,N,YU,5686,Injured or ill Customer (In Station) - Medical Aid Refused
16588,2024/08/19,19:11,Monday,ISLINGTON STATION,TUSC,0,0,E,BD,5095,Operator Overspeeding
16589,2024/08/19,19:19,Monday,BLOOR STATION,MUIR,0,0,S,YU,5656,Injured or ill Customer (On Train) - Medical Aid Refused
16590,2024/08/19,20:19,Monday,GLENCAIRN STATION,MUPAA,4,9,S,YU,5581,Passenger Assistance Alarm Activated - No Trouble Found
16591,2024/08/19,20:46,Monday,COLLEGE STATION,SUUT,0,0,S,YU,5771,Unauthorized at Track Level
16592,2024/08/19,21:21,Monday,YORK UNIVERSITY STATIO,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
16593,2024/08/19,21:36,Monday,WARDEN STATION,SUDP,11,16,E,BD,5095,Disorderly Patron
16594,2024/08/19,21:55,Monday,COLLEGE STATION,SUAE,24,29,N,YU,6071,Assault / Employee Involved
16595,2024/08/19,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
16596,2024/08/19,22:00,Monday,BATHURST STATION,SUO,0,0,,BD,0,Passenger Other
16597,2024/08/19,22:11,Monday,YONGE BD STATION,SUO,0,0,,BD,0,Passenger Other
16598,2024/08/19,22:15,Monday,KENNEDY BD STATION,SUDP,0,0,,BD,0,Disorderly Patron
16599,2024/08/19,22:31,Monday,KENNEDY BD STATION,MUI,0,0,W,BD,5099,Injured or ill Customer (On Train) - Transported
16600,2024/08/19,22:32,Monday,ST CLAIR STATION,MUIE,0,0,S,YU,5522,Injured Employee
16601,2024/08/19,22:43,Monday,WELLESLEY STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
16602,2024/08/19,22:48,Monday,COLLEGE STATION,SUO,0,0,,YU,0,Passenger Other
16603,2024/08/19,22:53,Monday,KENNEDY BD STATION,MUIR,3,8,W,BD,5265,Injured or ill Customer (On Train) - Medical Aid Refused
16604,2024/08/19,23:09,Monday,PIONEER VILLAGE STATIO,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
16605,2024/08/19,23:22,Monday,WELLESLEY STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
16606,2024/08/19,23:23,Monday,WELLESLEY STATION,SUO,0,0,,YU,0,Passenger Other
16607,2024/08/19,23:25,Monday,EGLINTON TO COLLEGE ST,MUO,0,0,,YU,0,Miscellaneous Other
16608,2024/08/19,23:30,Monday,MAIN STREET STATION,SUO,0,0,,BD,0,Passenger Other
16609,2024/08/19,00:30,Monday,BLOOR DANFORTH LINE,MUO,0,0,,BD,0,Miscellaneous Other
16610,2024/08/19,01:14,Monday,YONGE BD STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
16611,2024/08/19,01:50,Monday,EGLINTON STATION,PUSAC,8,13,N,YU,5676,Signals Axle Counter Block Failure
16612,2024/08/19,05:24,Monday,LESLIE STATION,SUO,0,0,,SHP,0,Passenger Other
16613,2024/08/20,02:45,Tuesday,ROSEDALE STATION,SUUT,0,0,,YU,0,Unauthorized at Track Level
16614,2024/08/20,02:58,Tuesday,VAUGHAN MC STATION,SUO,0,0,,YU,0,Passenger Other
16615,2024/08/20,04:39,Tuesday,DAVISVILLE YARD,SUG,0,0,,YU,0,Graffiti / Scratchiti
16616,2024/08/20,05:04,Tuesday,MAIN STREET STATION,EUO,0,0,E,BD,5291,RC&S Other
16617,2024/08/20,05:59,Tuesday,YONGE BD STATION,TUO,5,0,W,BD,5245,Transportation Department - Other
16618,2024/08/20,06:12,Tuesday,YORK MILLS STATION,PUOPO,7,12,N,YU,6031,OPTO (COMMS) Train Door Monitoring
16619,2024/08/20,07:39,Tuesday,UNION STATION,SUAP,0,0,,YU,0,Assault / Patron Involved
16620,2024/08/20,07:53,Tuesday,SHEPPARD STATION,TUO,9,12,S,YU,5461,Transportation Department - Other
16621,2024/08/20,08:37,Tuesday,SHEPPARD WEST STATION,PUMST,0,0,,YU,0,Station Stairway Incident
16622,2024/08/20,08:41,Tuesday,LAWRENCE STATION,PUOPO,14,17,S,YU,5481,OPTO (COMMS) Train Door Monitoring
16623,2024/08/20,08:46,Tuesday,WELLESLEY STATION,SUDP,4,8,N,YU,5856,Disorderly Patron
16624,2024/08/20,08:57,Tuesday,KIPLING STATION,MUSC,8,11,E,BD,5205,Miscellaneous Speed Control
16625,2024/08/20,09:09,Tuesday,LAWRENCE STATION,MUIR,3,6,N,YU,5556,Injured or ill Customer (On Train) - Medical Aid Refused
16626,2024/08/20,09:43,Tuesday,OLD MILL STATION,TUSC,0,0,E,BD,5078,Operator Overspeeding
16627,2024/08/20,09:59,Tuesday,KEELE STATION,TUSC,0,0,E,BD,5101,Operator Overspeeding
16628,2024/08/20,10:08,Tuesday,HIGH PARK STATION,MUPAA,0,0,W,BD,5312,Passenger Assistance Alarm Activated - No Trouble Found
16629,2024/08/20,10:16,Tuesday,PIONEER VILLAGE STATIO,MUO,21,24,N,YU,5621,Miscellaneous Other
16630,2024/08/20,10:23,Tuesday,ST CLAIR WEST STATION,SUDP,0,0,N,YU,5431,Disorderly Patron
16631,2024/08/20,10:25,Tuesday,ST GEORGE BD STATION,MUPAA,3,7,E,BD,5324,Passenger Assistance Alarm Activated - No Trouble Found
16632,2024/08/20,10:32,Tuesday,BATHURST STATION,MUNCA,0,0,,BD,0,MUNCA
16633,2024/08/20,10:32,Tuesday,ST GEORGE BD STATION,MUPAA,7,11,W,BD,5190,Passenger Assistance Alarm Activated - No Trouble Found
16634,2024/08/20,10:35,Tuesday,YONGE BD STATION,MUPAA,4,8,E,BD,5251,Passenger Assistance Alarm Activated - No Trouble Found
16635,2024/08/20,10:40,Tuesday,MUSEUM STATION,SUAP,0,0,,YU,0,Assault / Patron Involved
16636,2024/08/20,12:26,Tuesday,EGLINTON WEST STATION,MUPAA,3,8,S,YU,5641,Passenger Assistance Alarm Activated - No Trouble Found
16637,2024/08/20,12:30,Tuesday,GREENWOOD STATION,SUUT,0,0,,BD,0,Unauthorized at Track Level
16638,2024/08/20,13:33,Tuesday,UNION STATION,TUS,10,15,N,YU,6106,Crew Unable to Maintain Schedule
16639,2024/08/20,13:45,Tuesday,ST GEORGE YUS STATION,MUO,0,0,N,YU,6116,Miscellaneous Other
16640,2024/08/20,13:50,Tuesday,PIONEER VILLAGE STATIO,EUDO,6,11,S,YU,5521,Door Problems - Faulty Equipment
16641,2024/08/20,13:58,Tuesday,DAVISVILLE STATION,SUAP,7,12,S,YU,6011,Assault / Patron Involved
16642,2024/08/20,14:15,Tuesday,BLOOR STATION,MUPAA,3,8,N,YU,5976,Passenger Assistance Alarm Activated - No Trouble Found
16643,2024/08/20,14:20,Tuesday,KIPLING STATION,TUSC,0,0,W,BD,5014,Operator Overspeeding
16644,2024/08/20,14:27,Tuesday,CASTLE FRANK STATION,TUO,3,7,E,BD,5037,Transportation Department - Other
16645,2024/08/20,15:26,Tuesday,PIONEER VILLAGE STATIO,MUO,0,0,N,YU,5851,Miscellaneous Other
16646,2024/08/20,16:01,Tuesday,LAWRENCE STATION,MUPAA,0,0,N,YU,5546,Passenger Assistance Alarm Activated - No Trouble Found
16647,2024/08/20,16:10,Tuesday,KEELE STATION,TUMVS,0,0,W,BD,5190,Operator Violated Signal
16648,2024/08/20,16:26,Tuesday,MAIN STREET STATION,SUO,0,0,,BD,0,Passenger Other
16649,2024/08/20,16:59,Tuesday,RUNNYMEDE STATION,MUIR,3,6,E,BD,5087,Injured or ill Customer (On Train) - Medical Aid Refused
16650,2024/08/20,17:00,Tuesday,ST ANDREW STATION,MUPAA,3,6,N,YU,5536,Passenger Assistance Alarm Activated - No Trouble Found
16651,2024/08/20,17:06,Tuesday,KENNEDY BD STATION,PUSNT,0,0,W,BD,5236,Signal Problem - No Trouble
16652,2024/08/20,17:09,Tuesday,ROSEDALE STATION,MUPAA,6,9,N,YU,6106,Passenger Assistance Alarm Activated - No Trouble Found
16653,2024/08/20,17:13,Tuesday,YONGE BD STATION,MUPAA,0,0,E,BD,5239,Passenger Assistance Alarm Activated - No Trouble Found
16654,2024/08/20,17:34,Tuesday,KENNEDY BD STATION,MUPAA,3,6,W,BD,5278,Passenger Assistance Alarm Activated - No Trouble Found
16655,2024/08/20,17:48,Tuesday,YORKDALE STATION,MUI,3,6,N,YU,5836,Injured or ill Customer (On Train) - Transported
16656,2024/08/20,18:07,Tuesday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
16657,2024/08/20,18:09,Tuesday,EGLINTON STATION,PUOPO,0,0,S,YU,6091,OPTO (COMMS) Train Door Monitoring
16658,2024/08/20,18:14,Tuesday,COLLEGE STATION,MUPAA,0,0,N,YU,5626,Passenger Assistance Alarm Activated - No Trouble Found
16659,2024/08/20,18:37,Tuesday,PIONEER VILLAGE STATIO,MUO,5,8,N,YU,6136,Miscellaneous Other
16660,2024/08/20,19:07,Tuesday,CASTLE FRANK STATION,MUIRS,0,0,E,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
16661,2024/08/20,19:17,Tuesday,HIGHWAY 407 STATION,PUOPO,8,11,N,YU,6091,OPTO (COMMS) Train Door Monitoring
16662,2024/08/20,19:20,Tuesday,KIPLING STATION,MUSC,4,9,E,BD,5291,Miscellaneous Speed Control
16663,2024/08/20,19:24,Tuesday,BLOOR STATION,MUPAA,5,8,S,YU,5666,Passenger Assistance Alarm Activated - No Trouble Found
16664,2024/08/20,19:39,Tuesday,DUNDAS STATION,MUPAA,4,7,S,YU,5761,Passenger Assistance Alarm Activated - No Trouble Found
16665,2024/08/20,20:23,Tuesday,ISLINGTON STATION,PUSTS,6,11,E,BD,5278,Signals - Train Stops
16666,2024/08/20,20:24,Tuesday,YORK MILLS STATION,TUO,0,0,S,YU,6136,Transportation Department - Other
16667,2024/08/20,20:33,Tuesday,EGLINTON STATION,SUO,0,0,N,YU,5976,Passenger Other
16668,2024/08/20,20:44,Tuesday,ISLINGTON STATION,PUSTS,0,0,E,BD,5152,Signals - Train Stops
16669,2024/08/20,21:06,Tuesday,PAPE STATION,SUAP,0,0,W,BD,0,Assault / Patron Involved
16670,2024/08/20,21:30,Tuesday,EGLINTON STATION,PUOPO,6,11,S,YU,6091,OPTO (COMMS) Train Door Monitoring
16671,2024/08/20,21:32,Tuesday,GLENCAIRN STATION,MUPAA,5,10,S,YU,6041,Passenger Assistance Alarm Activated - No Trouble Found
16672,2024/08/20,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
16673,2024/08/20,23:06,Tuesday,FINCH STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
16674,2024/08/20,23:52,Tuesday,SHEPPARD WEST STATION,SUO,0,0,,YU,0,Passenger Other
16675,2024/08/20,23:59,Tuesday,LINE 1 - YONGE-UNIVERS,MUO,0,0,,YU,0,Miscellaneous Other
16676,2024/08/20,00:01,Tuesday,KIPLING STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
16677,2024/08/20,00:34,Tuesday,BATHURST STATION,SUUT,11,16,W,BD,5312,Unauthorized at Track Level
16678,2024/08/20,00:42,Tuesday,COXWELL STATION,MUIRS,0,0,E,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
16679,2024/08/20,00:50,Tuesday,SHEPPARD STATION,SUEAS,13,18,N,YU,5816,Emergency Alarm Station Activation
16680,2024/08/20,00:57,Tuesday,UNION STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
16681,2024/08/20,01:07,Tuesday,QUEEN'S PARK STATION,SUO,3,8,N,YU,5761,Passenger Other
16682,2024/08/20,01:12,Tuesday,FINCH STATION,TUATC,6,12,,YU,5526,ATC Operator Related
16683,2024/08/20,01:44,Tuesday,ST PATRICK STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
16684,2024/08/20,17:48,Tuesday,DON MILLS STATION,MUPAA,3,10,W,SHP,6151,Passenger Assistance Alarm Activated - No Trouble Found
16685,2024/08/20,20:53,Tuesday,DON MILLS STATION,MUIS,0,0,,SHP,0,Injured or ill Customer (In Station) - Transported
16686,2024/08/20,00:48,Tuesday,DON MILLS STATION,MUIRS,0,0,W,SHP,6151,Injured or ill Customer (In Station) - Medical Aid Refused
16687,2024/08/21,02:26,Wednesday,PIONEER VILLAGE STATIO,PUMO,0,0,,YU,0,Station Other
16688,2024/08/21,03:17,Wednesday,WILSON YARD- WILSON GA,PUMO,0,0,,YU,0,Station Other
16689,2024/08/21,06:01,Wednesday,UNION STATION,MUTO,4,0,N,YU,5526,Misc. Transportation Other - Employee Non-Chargeable
16690,2024/08/21,06:02,Wednesday,YORK MILLS STATION,PUOPO,9,13,N,YU,6031,OPTO (COMMS) Train Door Monitoring
16691,2024/08/21,06:16,Wednesday,ST ANDREW STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
16692,2024/08/21,07:10,Wednesday,SPADINA BD STATION,TUSC,0,0,E,BD,5204,Operator Overspeeding
16693,2024/08/21,08:13,Wednesday,ST GEORGE YUS STATION,PUOPO,3,6,S,YU,6091,OPTO (COMMS) Train Door Monitoring
16694,2024/08/21,08:15,Wednesday,KENNEDY BD STATION,SUO,3,6,E,BD,5371,Passenger Other
16695,2024/08/21,08:18,Wednesday,MUSEUM STATION,PUOPO,5,8,S,YU,6091,OPTO (COMMS) Train Door Monitoring
